大富翁数据中心_市场代码,证券代码,时间,最新,成交笔数,成交额,成交量,方向,买一价,买二价,买三价,买四价,买五价,卖一价,卖二价,卖三价,卖四价,卖五价,买一量,买二量,买三量,买四量,买五量,卖一量,卖二量,卖三量,卖四量,卖五量
sz,000001,2016-01-04 09:37:03,12.0100,3,10816.0000,9.0000,S,12.0100,12.0000,11.9900,11.9800,11.9700,12.0200,12.0300,12.0400,12.0500,12.0600,40,3434,1612,2571,1509,1390,527,2190,5661,5
sz,000001,2016-01-04 09:37:07,12.0100,10,39636.0000,33.0000,S,12.0100,12.0000,11.9900,11.9800,11.9700,12.0200,12.0300,12.0400,12.0500,12.0600,9,3434,1612,2571,1509,1388,527,2190,5661,10
sz,000001,2016-01-04 09:37:10,12.0000,3,83584.0000,69.0000,S,12.0000,11.9900,11.9800,11.9700,11.9600,12.0100,12.0200,12.0300,12.0400,12.0500,3384,1612,2571,1512,1510,77,1328,527,2206,5761
sz,000001,2016-01-04 09:37:13,12.0100,10,397316.0000,331.0000,B,12.0000,11.9900,11.9800,11.9700,11.9600,12.0100,12.0200,12.0300,12.0400,12.0500,3173,1612,2571,1512,1510,32,1328,527,2206,5761
sz,000001,2016-01-04 09:37:16,12.0200,4,286044.0000,238.0000,B,12.0100,12.0000,11.9900,11.9800,11.9700,12.0200,12.0300,12.0400,12.0500,12.0600,15,3173,1612,2592,1527,1122,527,2197,5761,10
sz,000001,2016-01-04 09:37:20,12.0200,1,1200.0000,1.0000,B,12.0100,12.0000,11.9900,11.9800,11.9700,12.0200,12.0300,12.0400,12.0500,12.0600,16,3173,1612,2592,1527,1127,527,2197,5761,10
sz,000001,2016-01-04 09:37:22,12.0000,9,315616.0000,263.0000,S,12.0000,11.9900,11.9800,11.9700,11.9600,12.0200,12.0300,12.0400,12.0500,12.0600,2926,1612,2592,1517,1560,1127,537,2197,5761,10
sz,000001,2016-01-04 09:37:28,12.0100,2,12012.0000,10.0000,S,12.0100,12.0000,11.9900,11.9800,11.9700,12.0200,12.0300,12.0400,12.0500,12.0600,2355,2928,1612,2592,1497,1127,1450,2197,5761,10
sz,000001,2016-01-04 09:37:31,12.0200,5,574180.0000,478.0000,B,12.0100,12.0000,11.9900,11.9800,11.9700,12.0200,12.0300,12.0400,12.0500,12.0600,1978,2966,1612,2592,1498,1027,1450,2197,5761,10
sz,000001,2016-01-04 09:37:33,12.0100,2,7204.0000,6.0000,S,12.0100,12.0000,11.9900,11.9800,11.9700,12.0200,12.0300,12.0400,12.0500,12.0600,1977,3001,1612,2592,1498,1027,1450,2197,5761,10
sz,000001,2016-01-04 09:37:37,12.0100,1,4804.0000,4.0000,S,12.0100,12.0000,11.9900,11.9800,11.9700,12.0200,12.0300,12.0400,12.0500,12.0600,1973,3031,1612,2592,1508,1027,1380,2217,5761,10
sz,000001,2016-01-04 09:37:40,12.0100,1,13080.0000,11.0000,S,12.0100,12.0000,11.9900,11.9800,11.9700,12.0200,12.0300,12.0400,12.0500,12.0600,1962,2531,1612,2592,1508,1052,1409,2205,5761,10
sz,000001,2016-01-04 09:37:46,12.0100,2,260616.0000,217.0000,S,12.0100,12.0000,11.9900,11.9800,11.9700,12.0200,12.0300,12.0400,12.0500,12.0600,1762,2724,1612,2592,1508,1064,1434,2205,5761,10
sz,000001,2016-01-04 09:37:49,12.0100,4,31248.0000,26.0000,S,12.0100,12.0000,11.9900,11.9800,11.9700,12.0200,12.0300,12.0400,12.0500,12.0600,1758,2719,1612,2592,1508,1242,1434,2205,5761,10
sz,000001,2016-01-04 09:37:52,12.0100,2,8408.0000,7.0000,S,12.0100,12.0000,11.9900,11.9800,11.9700,12.0200,12.0300,12.0400,12.0500,12.0600,1753,1719,1612,2592,1508,1240,1434,2205,5761,10
sz,000001,2016-01-04 09:37:56,12.0100,3,198280.0000,165.0000,S,12.0100,12.0000,11.9900,11.9800,11.9700,12.0200,12.0300,12.0400,12.0500,12.0600,1703,1711,1617,2592,1508,1175,1434,2205,5773,10
sz,000001,2016-01-04 09:37:58,12.0100,5,55248.0000,46.0000,S,12.0100,12.0000,11.9900,11.9800,11.9700,12.0200,12.0300,12.0400,12.0500,12.0600,1660,1716,1597,2592,1508,1174,558,2205,5773,10
sz,000001,2016-01-04 09:38:01,12.0200,1,6008.0000,5.0000,B,12.0100,12.0000,11.9900,11.9800,11.9700,12.0200,12.0300,12.0400,12.0500,12.0600,1670,1716,1597,2592,1508,1169,558,2205,5773,10
sz,000001,2016-01-04 09:38:04,12.0100,4,128520.0000,107.0000,S,12.0100,12.0000,11.9900,11.9800,11.9700,12.0200,12.0300,12.0400,12.0500,12.0600,1573,1727,1565,2592,1508,1159,558,2205,5773,10
sz,000001,2016-01-04 09:38:07,12.0100,4,285840.0000,238.0000,S,12.0100,12.0000,11.9900,11.9800,11.9700,12.0200,12.0300,12.0400,12.0500,12.0600,1337,1727,1565,2592,1508,1167,570,2205,5773,10
sz,000001,2016-01-04 09:38:09,12.0100,3,39648.0000,33.0000,S,12.0100,12.0000,11.9900,11.9800,11.9700,12.0200,12.0300,12.0400,12.0500,12.0600,1323,1727,1563,2592,1508,1186,570,2205,5773,10
sz,000001,2016-01-04 09:38:13,12.0100,3,99752.0000,83.0000,S,12.0100,12.0000,11.9900,11.9800,11.9700,12.0200,12.0300,12.0400,12.0500,12.0600,1306,1740,1563,2592,1508,1120,560,2205,5773,50
sz,000001,2016-01-04 09:38:16,12.0100,2,48040.0000,40.0000,S,12.0100,12.0000,11.9900,11.9800,11.9700,12.0200,12.0300,12.0400,12.0500,12.0600,1304,1740,1563,2612,1510,1120,560,2205,5773,50
sz,000001,2016-01-04 09:38:19,12.0200,3,259580.0000,216.0000,B,12.0100,12.0000,11.9900,11.9800,11.9700,12.0200,12.0300,12.0400,12.0500,12.0600,1303,1740,1563,2512,1570,955,1136,2205,5773,50
sz,000001,2016-01-04 09:38:22,12.0200,2,108180.0000,90.0000,B,12.0100,12.0000,11.9900,11.9800,11.9700,12.0200,12.0300,12.0400,12.0500,12.0600,1303,1740,1558,2512,1570,865,1136,2205,5773,50
sz,000001,2016-01-04 09:38:25,12.0100,1,24020.0000,20.0000,S,12.0100,12.0000,11.9900,11.9800,11.9700,12.0200,12.0300,12.0400,12.0500,12.0600,1290,1740,1558,2512,1578,885,1136,2205,5773,50
sz,000001,2016-01-04 09:38:28,12.0200,2,39636.0000,33.0000,B,12.0100,12.0000,11.9900,11.9800,11.9700,12.0200,12.0300,12.0400,12.0500,12.0600,1269,1740,1558,2494,1628,882,1136,2205,5773,50
sz,000001,2016-01-04 09:38:30,12.0200,3,42048.0000,35.0000,B,12.0100,12.0000,11.9900,11.9800,11.9700,12.0200,12.0300,12.0400,12.0500,12.0600,1246,1740,1558,2494,1628,870,1136,2205,5773,50
sz,000001,2016-01-04 09:38:34,12.0200,26,1299808.0000,1081.0000,B,12.0200,12.0100,12.0000,11.9900,11.9800,12.0300,12.0400,12.0500,12.0600,12.0700,211,1245,1740,1558,2494,1162,2210,5773,50,791
sz,000001,2016-01-04 09:38:40,12.0200,6,192184.0000,160.0000,S,12.0200,12.0100,12.0000,11.9900,11.9800,12.0300,12.0400,12.0500,12.0600,12.0700,130,1245,1875,1558,2494,1162,2191,5773,50,791
sz,000001,2016-01-04 09:38:43,12.0200,8,146332.0000,122.0000,S,12.0200,12.0100,12.0000,11.9900,11.9800,12.0300,12.0400,12.0500,12.0600,12.0700,14,1245,1875,1558,2494,2030,2191,5773,50,791
sz,000001,2016-01-04 09:38:46,12.0100,4,1217828.0000,1014.0000,S,12.0100,12.0000,11.9900,11.9800,11.9700,12.0200,12.0300,12.0400,12.0500,12.0600,245,1875,1558,2494,1633,203,2030,2191,5773,50
sz,000001,2016-01-04 09:38:49,12.0100,6,346112.0000,288.0000,S,12.0100,12.0000,11.9900,11.9800,11.9700,12.0300,12.0400,12.0500,12.0600,12.0700,173,1875,1560,2494,1633,2044,2191,5773,50,791
sz,000001,2016-01-04 09:38:52,12.0200,1,12024.0000,10.0000,B,12.0100,12.0000,11.9900,11.9800,11.9700,12.0200,12.0300,12.0400,12.0500,12.0600,173,1880,1560,2494,1633,372,1972,2191,5773,50
sz,000001,2016-01-04 09:38:58,12.0200,3,15624.0000,13.0000,B,12.0100,12.0000,11.9900,11.9800,11.9700,12.0200,12.0300,12.0400,12.0500,12.0600,233,1880,1560,2494,1633,571,1960,2191,5773,50
sz,000001,2016-01-04 09:39:01,12.0100,15,254624.0000,212.0000,S,12.0100,12.0000,11.9900,11.9800,11.9700,12.0200,12.0300,12.0400,12.0500,12.0600,31,1880,1560,2494,1633,684,1960,2191,5773,50
sz,000001,2016-01-04 09:39:04,12.0200,7,30048.0000,25.0000,B,12.0100,12.0000,11.9900,11.9800,11.9700,12.0200,12.0300,12.0400,12.0500,12.0600,50,1880,1560,2494,1633,675,1974,2191,5773,50
sz,000001,2016-01-04 09:39:07,12.0100,3,12008.0000,10.0000,S,12.0100,12.0000,11.9900,11.9800,11.9700,12.0200,12.0300,12.0400,12.0500,12.0600,52,1880,1560,2494,1633,700,1974,2191,5773,50
sz,000001,2016-01-04 09:39:10,12.0000,5,426484.0000,355.0000,S,12.0000,11.9900,11.9800,11.9700,11.9600,12.0100,12.0200,12.0300,12.0400,12.0500,1875,1560,2546,1633,1657,1361,813,1976,2191,5773
sz,000001,2016-01-04 09:39:13,12.0100,4,169240.0000,141.0000,B,12.0000,11.9900,11.9800,11.9700,11.9600,12.0100,12.0200,12.0300,12.0400,12.0500,861,1504,2546,1633,1657,1402,908,1976,2191,5773
sz,000001,2016-01-04 09:39:16,12.0100,5,123604.0000,103.0000,B,12.0000,11.9900,11.9800,11.9700,11.9600,12.0100,12.0200,12.0300,12.0400,12.0500,761,1504,2546,1633,1647,1459,918,1976,2192,5773
sz,000001,2016-01-04 09:39:19,12.0000,18,913200.0000,761.0000,S,11.9900,11.9800,11.9700,11.9600,11.9500,12.0000,12.0100,12.0200,12.0300,12.0400,1504,2546,1633,1647,2430,43,1459,918,1973,2069
sz,000001,2016-01-04 09:39:22,12.0000,4,46800.0000,39.0000,B,11.9900,11.9800,11.9700,11.9600,11.9500,12.0000,12.0100,12.0200,12.0300,12.0400,1504,2548,1633,1647,2418,4,1504,938,1973,2069
sz,000001,2016-01-04 09:39:25,11.9900,4,57552.0000,48.0000,S,11.9900,11.9800,11.9700,11.9600,11.9500,12.0000,12.0100,12.0200,12.0300,12.0400,1457,2548,1633,1647,2418,308,1504,898,1973,2066
sz,000001,2016-01-04 09:39:28,12.0000,9,604504.0000,504.0000,B,11.9900,11.9800,11.9700,11.9600,11.9500,12.0000,12.0100,12.0200,12.0300,12.0400,1159,2548,1633,1647,2418,216,1492,969,1973,2066
sz,000001,2016-01-04 09:39:31,12.0000,4,261384.0000,218.0000,B,11.9900,11.9800,11.9700,11.9600,11.9500,12.0000,12.0100,12.0200,12.0300,12.0400,947,2498,1628,1647,2418,444,1502,969,1978,2066
sz,000001,2016-01-04 09:39:37,11.9900,1,2396.0000,2.0000,S,11.9900,11.9800,11.9700,11.9600,11.9500,12.0000,12.0100,12.0200,12.0300,12.0400,1053,2528,1578,1488,2418,788,1502,979,2029,2066
sz,000001,2016-01-04 09:39:40,11.9900,1,11992.0000,10.0000,S,11.9900,11.9800,11.9700,11.9600,11.9500,12.0000,12.0100,12.0200,12.0300,12.0400,1043,2528,1528,1388,2418,791,1502,979,2079,2070
sz,000001,2016-01-04 09:39:43,12.0000,3,100572.0000,84.0000,B,11.9900,11.9800,11.9700,11.9600,11.9500,12.0000,12.0100,12.0200,12.0300,12.0400,960,2528,1528,1388,2618,820,1452,979,1783,2070
sz,000001,2016-01-04 09:39:46,11.9900,1,53956.0000,45.0000,S,11.9900,11.9800,11.9700,11.9600,11.9500,12.0000,12.0100,12.0200,12.0300,12.0400,915,2528,1532,1388,2618,820,1452,1079,1783,2070
sz,000001,2016-01-04 09:39:49,11.9900,1,19184.0000,16.0000,S,11.9900,11.9800,11.9700,11.9600,11.9500,12.0000,12.0100,12.0200,12.0300,12.0400,899,2528,1532,1396,2618,930,1452,1141,1783,2070
sz,000001,2016-01-04 09:39:52,12.0000,8,173964.0000,145.0000,B,11.9900,11.9800,11.9700,11.9600,11.9500,12.0000,12.0100,12.0200,12.0300,12.0400,982,2548,1332,1396,2618,794,1452,1141,1783,2070
sz,000001,2016-01-04 09:39:55,11.9900,36,1564696.0000,1305.0000,S,11.9900,11.9800,11.9700,11.9600,11.9500,12.0000,12.0100,12.0200,12.0300,12.0400,169,2548,1332,1396,2618,715,1452,1141,1783,2070
sz,000001,2016-01-04 09:39:58,11.9800,4,256692.0000,214.0000,S,11.9800,11.9700,11.9600,11.9500,11.9400,11.9900,12.0000,12.0100,12.0200,12.0300,2508,1332,1376,2618,86,783,818,1402,1141,1783
sz,000001,2016-01-04 09:40:07,11.9900,1,1196.0000,1.0000,B,11.9800,11.9700,11.9600,11.9500,11.9400,11.9900,12.0000,12.0100,12.0200,12.0300,2484,842,1376,2618,86,782,832,1392,1105,1783
sz,000001,2016-01-04 09:40:11,11.9800,10,500768.0000,418.0000,S,11.9800,11.9700,11.9600,11.9500,11.9400,11.9900,12.0000,12.0100,12.0200,12.0300,2169,842,1364,2618,86,787,1218,1882,1005,1783
sz,000001,2016-01-04 09:40:13,11.9800,11,457672.0000,382.0000,S,11.9800,11.9700,11.9600,11.9500,11.9400,11.9900,12.0000,12.0100,12.0200,12.0300,1627,842,1364,2618,86,747,1218,1882,1005,1783
sz,000001,2016-01-04 09:40:16,11.9900,11,201276.0000,168.0000,B,11.9800,11.9700,11.9600,11.9500,11.9400,11.9900,12.0000,12.0100,12.0200,12.0300,1490,851,1359,2618,286,766,1078,1882,1005,1783
sz,000001,2016-01-04 09:40:19,11.9800,5,293512.0000,245.0000,S,11.9800,11.9700,11.9600,11.9500,11.9400,11.9900,12.0000,12.0100,12.0200,12.0300,1245,851,1344,2618,286,956,1078,1882,1005,1783
sz,000001,2016-01-04 09:40:22,11.9800,4,116224.0000,97.0000,S,11.9800,11.9700,11.9600,11.9500,11.9400,11.9900,12.0000,12.0100,12.0200,12.0300,1188,951,1339,2618,286,938,1078,1882,1005,1783
sz,000001,2016-01-04 09:40:25,11.9900,8,971888.0000,811.0000,B,11.9800,11.9700,11.9600,11.9500,11.9400,11.9900,12.0000,12.0100,12.0200,12.0300,686,951,1339,2618,286,628,1048,1882,995,1787
sz,000001,2016-01-04 09:40:28,11.9900,5,298404.0000,249.0000,S,11.9800,11.9700,11.9600,11.9500,11.9400,11.9900,12.0000,12.0100,12.0200,12.0300,555,951,1339,2628,286,524,1048,1882,995,1787
sz,000001,2016-01-04 09:40:31,11.9800,8,203660.0000,170.0000,S,11.9800,11.9700,11.9600,11.9500,11.9400,11.9900,12.0000,12.0100,12.0200,12.0300,390,931,1339,2648,286,544,1148,1882,1005,1787
sz,000001,2016-01-04 09:40:34,11.9800,13,688152.0000,574.0000,S,11.9800,11.9700,11.9600,11.9500,11.9400,11.9900,12.0000,12.0100,12.0200,12.0300,316,981,1329,2648,286,172,1130,1882,1005,1787
sz,000001,2016-01-04 09:40:36,11.9800,19,469716.0000,392.0000,S,11.9800,11.9700,11.9600,11.9500,11.9400,11.9900,12.0000,12.0100,12.0200,12.0300,24,981,1319,2648,286,72,1130,1882,1005,1987
sz,000001,2016-01-04 09:40:40,11.9800,4,29568.0000,25.0000,S,11.9700,11.9600,11.9500,11.9400,11.9300,11.9800,11.9900,12.0000,12.0100,12.0200,981,1319,2650,286,851,19,72,1130,2082,1005
sz,000001,2016-01-04 09:40:43,11.9800,1,5988.0000,5.0000,B,11.9700,11.9600,11.9500,11.9400,11.9300,11.9800,11.9900,12.0000,12.0100,12.0200,981,1319,2650,286,851,31,73,1130,2090,1005
sz,000001,2016-01-04 09:40:46,11.9800,17,472844.0000,395.0000,B,11.9700,11.9600,11.9500,11.9400,11.9300,11.9800,11.9900,12.0000,12.0100,12.0200,639,1319,2810,286,851,201,73,1130,2090,1005
sz,000001,2016-01-04 09:40:49,11.9600,37,782824.0000,654.0000,S,11.9600,11.9500,11.9400,11.9300,11.9200,11.9700,11.9800,11.9900,12.0000,12.0100,1304,2810,286,851,4369,383,201,73,1130,2090
sz,000001,2016-01-04 09:40:52,11.9700,4,47880.0000,40.0000,B,11.9600,11.9500,11.9400,11.9300,11.9200,11.9700,11.9800,11.9900,12.0000,12.0100,1296,2810,286,851,4369,343,240,73,1130,2082
sz,000001,2016-01-04 09:40:55,11.9700,3,99352.0000,83.0000,B,11.9600,11.9500,11.9400,11.9300,11.9200,11.9700,11.9800,11.9900,12.0000,12.0100,1322,2810,286,851,4369,260,261,95,1030,1882
sz,000001,2016-01-04 09:40:58,11.9600,3,454496.0000,380.0000,S,11.9600,11.9500,11.9400,11.9300,11.9200,11.9700,11.9800,11.9900,12.0000,12.0100,952,2810,286,851,4369,258,261,95,1030,1882
sz,000001,2016-01-04 09:41:01,11.9700,2,275308.0000,230.0000,B,11.9600,11.9500,11.9400,11.9300,11.9200,11.9700,11.9800,11.9900,12.0000,12.0100,944,2810,286,851,4369,29,261,236,1030,1882
sz,000001,2016-01-04 09:41:04,11.9700,3,62196.0000,52.0000,B,11.9600,11.9500,11.9400,11.9300,11.9200,11.9700,11.9800,11.9900,12.0000,12.0100,877,2810,286,851,4369,135,261,236,1028,1882
sz,000001,2016-01-04 09:41:07,11.9600,31,504768.0000,422.0000,S,11.9600,11.9500,11.9400,11.9300,11.9200,11.9700,11.9800,11.9900,12.0000,12.0100,562,2810,286,1008,4369,88,261,236,1037,1882
sz,000001,2016-01-04 09:41:10,11.9600,1,39468.0000,33.0000,S,11.9600,11.9500,11.9400,11.9300,11.9200,11.9700,11.9800,11.9900,12.0000,12.0100,534,2810,286,1208,4369,88,103,436,1037,1882
sz,000001,2016-01-04 09:41:13,11.9700,4,58620.0000,49.0000,B,11.9600,11.9500,11.9400,11.9300,11.9200,11.9700,11.9800,11.9900,12.0000,12.0100,521,2810,316,1208,4369,71,133,510,1037,1882
sz,000001,2016-01-04 09:41:15,11.9600,4,49072.0000,41.0000,S,11.9600,11.9500,11.9400,11.9300,11.9200,11.9700,11.9800,11.9900,12.0000,12.0100,520,2820,316,1208,4369,31,133,510,1037,1882
sz,000001,2016-01-04 09:41:19,11.9700,6,43080.0000,36.0000,B,11.9600,11.9500,11.9400,11.9300,11.9200,11.9700,11.9800,11.9900,12.0000,12.0100,449,2832,316,1208,4369,6,105,510,1066,777
sz,000001,2016-01-04 09:41:22,11.9800,19,300232.0000,251.0000,B,11.9700,11.9600,11.9500,11.9400,11.9300,11.9800,11.9900,12.0000,12.0100,12.0200,10,219,3032,316,1208,90,510,1068,777,975
sz,000001,2016-01-04 09:41:25,11.9700,7,128040.0000,107.0000,S,11.9600,11.9500,11.9400,11.9300,11.9200,11.9800,11.9900,12.0000,12.0100,12.0200,197,3062,316,1208,4369,89,510,1068,779,975
sz,000001,2016-01-04 09:41:31,11.9700,37,737524.0000,617.0000,B,11.9600,11.9500,11.9400,11.9300,11.9200,11.9700,11.9800,11.9900,12.0000,12.0100,127,2491,316,1223,4372,57,91,510,1061,779
sz,000001,2016-01-04 09:41:34,11.9600,10,227292.0000,190.0000,S,11.9600,11.9500,11.9400,11.9300,11.9200,11.9700,11.9800,11.9900,12.0000,12.0100,49,2486,316,1223,4372,7,91,510,1066,779
sz,000001,2016-01-04 09:41:37,11.9700,3,32296.0000,27.0000,B,11.9600,11.9500,11.9400,11.9300,11.9200,11.9700,11.9800,11.9900,12.0000,12.0100,186,2486,316,1253,4377,4,107,510,1066,779
sz,000001,2016-01-04 09:41:39,11.9600,1,7176.0000,6.0000,S,11.9600,11.9500,11.9400,11.9300,11.9200,11.9700,11.9800,11.9900,12.0000,12.0100,209,2536,316,1256,4377,4,107,510,1066,779
sz,000001,2016-01-04 09:41:43,11.9700,14,283328.0000,237.0000,B,11.9700,11.9600,11.9500,11.9400,11.9300,11.9800,11.9900,12.0000,12.0100,12.0200,196,28,2536,326,1257,107,510,1066,779,985
sz,000001,2016-01-04 09:41:46,11.9700,4,177152.0000,148.0000,S,11.9700,11.9600,11.9500,11.9400,11.9300,11.9800,11.9900,12.0000,12.0100,12.0200,58,57,2546,336,1287,107,502,1066,779,985
sz,000001,2016-01-04 09:41:52,11.9700,5,79004.0000,66.0000,S,11.9700,11.9600,11.9500,11.9400,11.9300,11.9800,11.9900,12.0000,12.0100,12.0200,2,743,2546,336,1325,1396,502,1066,779,985
sz,000001,2016-01-04 09:41:55,11.9700,1,2396.0000,2.0000,S,11.9600,11.9500,11.9400,11.9300,11.9200,11.9700,11.9800,11.9900,12.0000,12.0100,808,2546,336,1325,4439,20,1449,552,1066,779
sz,000001,2016-01-04 09:41:58,11.9600,1,11960.0000,10.0000,S,11.9600,11.9500,11.9400,11.9300,11.9200,11.9700,11.9800,11.9900,12.0000,12.0100,798,2546,327,1325,4471,20,1449,552,1066,779
sz,000001,2016-01-04 09:42:00,11.9700,5,83788.0000,70.0000,B,11.9700,11.9600,11.9500,11.9400,11.9300,11.9800,11.9900,12.0000,12.0100,12.0200,45,818,2546,327,1340,1449,552,1066,779,985
sz,000001,2016-01-04 09:42:04,11.9700,3,65836.0000,55.0000,S,11.9600,11.9500,11.9400,11.9300,11.9200,11.9700,11.9800,11.9900,12.0000,12.0100,818,2548,327,1350,4471,5,1499,552,1066,779
sz,000001,2016-01-04 09:42:07,11.9600,3,15548.0000,13.0000,S,11.9600,11.9500,11.9400,11.9300,11.9200,11.9700,11.9800,11.9900,12.0000,12.0100,856,2558,327,1350,4471,4,1499,552,1066,779
sz,000001,2016-01-04 09:42:10,11.9600,10,177044.0000,148.0000,S,11.9600,11.9500,11.9400,11.9300,11.9200,11.9700,11.9800,11.9900,12.0000,12.0100,825,2568,327,1350,4471,10,1499,537,1066,779
sz,000001,2016-01-04 09:42:13,11.9700,5,39500.0000,33.0000,B,11.9600,11.9500,11.9400,11.9300,11.9200,11.9700,11.9800,11.9900,12.0000,12.0100,902,2606,327,1350,4471,114,1446,537,1066,779
sz,000001,2016-01-04 09:42:16,11.9600,4,657800.0000,550.0000,S,11.9600,11.9500,11.9400,11.9300,11.9200,11.9700,11.9800,11.9900,12.0000,12.0100,382,2617,347,1356,4471,114,1646,537,1066,779
sz,000001,2016-01-04 09:42:19,11.9700,7,177404.0000,148.0000,B,11.9700,11.9600,11.9500,11.9400,11.9300,11.9800,11.9900,12.0000,12.0100,12.0200,858,380,2626,347,1356,1785,537,1066,779,982
sz,000001,2016-01-04 09:42:22,11.9700,1,59852.0000,50.0000,S,11.9700,11.9600,11.9500,11.9400,11.9300,11.9800,11.9900,12.0000,12.0100,12.0200,809,463,2626,347,1356,1785,395,1066,779,982
sz,000001,2016-01-04 09:42:25,11.9700,3,317204.0000,265.0000,S,11.9700,11.9600,11.9500,11.9400,11.9300,11.9800,11.9900,12.0000,12.0100,12.0200,627,463,2630,347,1356,1785,395,1066,779,982
sz,000001,2016-01-04 09:42:31,11.9700,4,71820.0000,60.0000,S,11.9700,11.9600,11.9500,11.9400,11.9300,11.9800,11.9900,12.0000,12.0100,12.0200,627,598,2639,347,1356,1822,395,1066,779,982
sz,000001,2016-01-04 09:42:34,11.9700,2,148428.0000,124.0000,S,11.9700,11.9600,11.9500,11.9400,11.9300,11.9800,11.9900,12.0000,12.0100,12.0200,540,622,2639,347,1356,1772,395,1066,779,982
sz,000001,2016-01-04 09:42:37,11.9700,2,289676.0000,242.0000,S,11.9700,11.9600,11.9500,11.9400,11.9300,11.9800,11.9900,12.0000,12.0100,12.0200,298,647,2639,347,1356,1772,395,1066,779,982
sz,000001,2016-01-04 09:42:41,11.9700,2,102808.0000,86.0000,S,11.9700,11.9600,11.9500,11.9400,11.9300,11.9800,11.9900,12.0000,12.0100,12.0200,214,697,2640,347,1356,1772,395,1066,779,982
sz,000001,2016-01-04 09:42:43,11.9800,21,449916.0000,376.0000,B,11.9700,11.9600,11.9500,11.9400,11.9300,11.9800,11.9900,12.0000,12.0100,12.0200,3,560,2640,350,1356,1771,395,1066,779,982
sz,000001,2016-01-04 09:42:46,11.9700,1,3592.0000,3.0000,S,11.9600,11.9500,11.9400,11.9300,11.9200,11.9700,11.9800,11.9900,12.0000,12.0100,769,2620,350,1356,4506,13,1771,395,1066,779
sz,000001,2016-01-04 09:42:49,11.9600,6,148408.0000,124.0000,S,11.9600,11.9500,11.9400,11.9300,11.9200,11.9700,11.9800,11.9900,12.0000,12.0100,749,2620,350,1356,4506,100,1771,375,1066,779
sz,000001,2016-01-04 09:42:52,11.9700,7,1338456.0000,1118.0000,B,11.9600,11.9500,11.9400,11.9300,11.9200,11.9700,11.9800,11.9900,12.0000,12.0100,715,2620,350,1356,4506,3738,1771,375,1066,779
sz,000001,2016-01-04 09:42:55,11.9700,2,4788.0000,4.0000,B,11.9600,11.9500,11.9400,11.9300,11.9200,11.9700,11.9800,11.9900,12.0000,12.0100,713,2620,350,1356,4506,3734,1771,375,1016,779
sz,000001,2016-01-04 09:42:58,11.9600,4,114836.0000,96.0000,S,11.9600,11.9500,11.9400,11.9300,11.9200,11.9700,11.9800,11.9900,12.0000,12.0100,637,2622,350,1356,4506,3739,1771,375,1016,779
sz,000001,2016-01-04 09:43:01,11.9700,4,57456.0000,48.0000,B,11.9600,11.9500,11.9400,11.9300,11.9200,11.9700,11.9800,11.9900,12.0000,12.0100,674,2622,350,1425,4506,3724,1771,351,1016,779
sz,000001,2016-01-04 09:43:04,11.9700,3,3588.0000,3.0000,B,11.9600,11.9500,11.9400,11.9300,11.9200,11.9700,11.9800,11.9900,12.0000,12.0100,751,2622,350,1426,4506,3726,1771,351,1016,779
sz,000001,2016-01-04 09:43:07,11.9600,33,757080.0000,633.0000,S,11.9600,11.9500,11.9400,11.9300,11.9200,11.9700,11.9800,11.9900,12.0000,12.0100,139,2630,350,1406,4506,3715,665,351,1011,779
sz,000001,2016-01-04 09:43:10,11.9700,10,106444.0000,89.0000,B,11.9600,11.9500,11.9400,11.9300,11.9200,11.9700,11.9800,11.9900,12.0000,12.0100,102,2620,340,1406,4506,3713,680,351,1011,779
sz,000001,2016-01-04 09:43:13,11.9500,11,177012.0000,148.0000,S,11.9500,11.9400,11.9300,11.9200,11.9100,11.9700,11.9800,11.9900,12.0000,12.0100,2607,340,1406,4506,1420,3691,680,351,1011,779
sz,000001,2016-01-04 09:43:16,11.9600,2,53820.0000,45.0000,B,11.9500,11.9400,11.9300,11.9200,11.9100,11.9600,11.9700,11.9800,11.9900,12.0000,2607,390,1406,4538,1420,55,3861,678,351,1011
sz,000001,2016-01-04 09:43:19,11.9600,6,90896.0000,76.0000,B,11.9500,11.9400,11.9300,11.9200,11.9100,11.9600,11.9700,11.9800,11.9900,12.0000,2707,390,1406,4538,1420,776,3865,678,361,1011
sz,000001,2016-01-04 09:43:22,11.9600,5,52624.0000,44.0000,B,11.9500,11.9400,11.9300,11.9200,11.9100,11.9600,11.9700,11.9800,11.9900,12.0000,2707,390,1416,4538,1420,1838,3865,778,361,1011
sz,000001,2016-01-04 09:43:28,11.9600,5,581256.0000,486.0000,B,11.9500,11.9400,11.9300,11.9200,11.9100,11.9600,11.9700,11.9800,11.9900,12.0000,2730,390,1416,4546,1420,1512,3925,800,361,1031
